id,word,age,recommendedGrade,difficulty,pattern,syllableCountHint,gameModes,needsMeaningSentence,sourceNote,dataTier,reviewStatus
sb5x-7-0136,point,7,Grade 2,medium,vowel team oy/oi,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0137,soil,7,Grade 2,medium,vowel team oy/oi,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0138,toy,7,Grade 2,medium,vowel team oy/oi,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0139,voice,7,Grade 2,medium,vowel team oy/oi,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0140,apple,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0141,baby,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0142,bottle,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0143,bunny,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0144,candy,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0145,funny,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0146,happy,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0147,little,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0148,middle,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0149,puppy,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0150,purple,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0151,simple,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0152,sunny,7,Grade 2,easy,y endings and le endings,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0153,table,7,Grade 2,easy,y endings and le endings,3,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-7-0154,able,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0155,bubble,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0156,cable,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0157,candle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0158,cradle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0159,fable,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0160,handle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0161,jungle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0162,maple,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0163,marble,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0164,noble,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0165,paddle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0166,pebble,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0167,riddle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0168,saddle,7,Grade 2,easy,consonant le endings,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0169,change,7,Grade 2,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0170,cherry,7,Grade 2,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0171,chicken,7,Grade 2,medium,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0172,children,7,Grade 2,medium,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0173,chosen,7,Grade 2,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0174,jacket,7,Grade 2,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0175,kitchen,7,Grade 2,medium,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0176,rocket,7,Grade 2,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0177,should,7,Grade 2,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0178,thirty,7,Grade 2,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0179,twelve,7,Grade 2,easy,general spelling practice,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0180,about,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0181,above,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0182,across,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0183,almost,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0184,alone,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0185,along,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0186,around,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0187,baker,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0188,bakes,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0189,began,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0190,begin,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0191,beside,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0192,biker,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0193,bikes,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0194,blanket,7,Grade 2,medium,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0195,broken,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0196,carry,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0197,city,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0198,classmate,7,Grade 2,medium,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0199,cloudy,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0200,color,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0201,cousin,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0202,diner,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0203,dines,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0204,doctor,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0205,dollar,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0206,dragon,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0207,drives,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0208,eleven,7,Grade 2,easy,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0209,every,7,Grade 2,easy,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0210,frozen,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0211,golden,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0212,grocery,7,Grade 2,medium,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0213,hidden,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0214,hiker,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0215,hikes,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0216,hungry,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0217,ladybug,7,Grade 2,medium,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0218,maker,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0219,makes,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0220,market,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0221,mitten,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0222,mixed,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0223,mixer,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0224,never,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0225,ninety,7,Grade 2,easy,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0226,paper,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0227,parade,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0228,parent,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0229,party,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0230,police,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0231,pony,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0232,pretty,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0233,recess,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0234,rider,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0235,rides,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0236,riverbank,7,Grade 2,medium,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0237,second,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0238,sentence,7,Grade 2,medium,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0239,someone,7,Grade 2,medium,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0240,spoken,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0241,story,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0242,taker,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0243,takes,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0244,timer,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0245,times,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0246,twenty,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0247,until,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0248,visitor,7,Grade 2,medium,multisyllable words,3,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0249,wagon,7,Grade 2,easy,multisyllable words,2,missingLetter|realBeeChallenge|soundBuilder|syllableSplit|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0250,present,7,Grade 2,medium,prefixes and root words,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0251,movie,7,Grade 2,easy,short vowel and simple phonics,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0252,baking,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0253,better,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0254,brother,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0255,building,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0256,butter,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0257,careful,7,Grade 2,medium,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0258,corner,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0259,crowded,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0260,dinner,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0261,dreamer,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0262,driver,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0263,evening,7,Grade 2,medium,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0264,family,7,Grade 2,easy,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0265,faster,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0266,fatherless,7,Grade 2,medium,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0267,feather,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0268,finger,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0269,forest,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0270,friendly,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0271,gently,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0272,getting,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0273,grandfather,7,Grade 2,medium,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0274,grandmother,7,Grade 2,medium,suffixes and word formation,3,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0275,helpful,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0276,hoping,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0277,hundred,7,Grade 2,medium,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-7-0278,keeper,7,Grade 2,easy,suffixes and word formation,2,missingLetter|prefixSuffix|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
